AUTHOR,JOURNAL,MONTH,YEAR,POEM TITLE,FILENAME,VOL,NO,NOTES
WATERS_MIRIAM,LiR,4,1917, Art is born,lir0032.txt,3,10,
WOLFF_ADOLF,LiR,4,1917,Lovescape,lir0030.txt,3,10,
HALL_JOHN,LiR,5,1917,Pierrots,lir0302.txt,4,1,
GILMORE_LOUIS,LiR,6,1917, Improvisation,lir0307.txt,4,2,
LI_PO,LiR,6,1917, Drunk,lir0305.txt,4,2,
LI_PO,LiR,6,1917,Gently-drunk woman,lir0303.txt,4,2,
LI_PO,LiR,6,1917,Mountain-top temple,lir0306.txt,4,2,
LI_PO,LiR,6,1917,Perfume-remembrance,lir0304.txt,4,2,
YEATS_WILLIAM,LiR,6,1917, Broken dreams,lir0313.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,A Deep sworn vow,lir0311.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,In memory,lir0314.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,Men improve with the years,lir0310.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,Presences,lir0309.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,The Collar-bone of a hare,lir0312.txt,4,2,
YEATS_WILLIAM,LiR,6,1917,The Wild swans at Coole,lir0308.txt,4,2,
ELIOT_T,LiR,7,1917,The Hippopotamus,lir0316.txt,4,3,
GILMORE_LOUIS,LiR,7,1917, Improvisations,lir0317.txt,4,3,
MORGAN_EMANUEL,LiR,7,1917,Opus 96,lir0315.txt,4,3,
BARRY_IRIS,LiR,8,1917,His Girl,lir0331.txt,4,4,Added
BARRY_IRIS,LiR,8,1917,Widow,lir0332.txt,4,4,Added
BARRY_IRIS,LiR,8,1917,At the Ministry,lir0333.txt,4,4,Added
BARRY_IRIS,LiR,8,1917,The Black Fowl,lir0334.txt,4,4,Added
BARRY_IRIS,LiR,8,1917,At the Hotel,lir0335.txt,4,4,Added
BARRY_IRIS,LiR,8,1917,Towards the End,lir0336.txt,4,4,Added
GILMORE_LOUIS,LiR,8,1917,Orientale,lir0337.txt,4,4,Added
POUND_EZRA,LiR,8,1917,This Little Pig Went to Market,lir0330.txt,4,4,Added
RODKER_JOHN,LiR,8,1917,Interior,lir0325.txt,4,4,Added
RODKER_JOHN,LiR,8,1917,Hunger,lir0326.txt,4,4,Added
RODKER_JOHN,LiR,8,1917,"A room. Sombre face of 1, 2, and 4 (women) in profile…",lir0327.txt,4,4,Added
RODKER_JOHN,LiR,8,1917,To S.E.R.,lir0328.txt,4,4,Added
RODKER_JOHN,LiR,8,1917,"Thick twighlight. A long row of houses, several stories…",lir0329.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,Upon a Dying Lady,lir0318.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,Certain Artists Bring Her Dolls and Drawings,lir0319.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,She Turns the Dolls' Faces to the Wall,lir0320.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,She is playing like a child…,lir0321.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,She has not grown uncivil…,lir0322.txt,4,4,Added
YEATS_WILLIAM,LiR,8,1917,When her soul flies to the predestined dancing-place…,lir0323.txt,4,4,Added
YEATS_WILLIAM,Lir,8,1917,Her Friends Bring Her a Christmas Tree,lir0324.txt,4,4,Added
POUND_EZRA,LiR,9,1917,L'Homme Moyen Sensuel,lir0338.txt,4,5,Added
SANBORNE_ROBERT,LiR,9,1917,The Children and Judas,lir0339.txt,4,5,Added
CHUI_PO,LiR,10,1917,The Harper of Chao (tr. Arthur Waley),lir0340.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,On the Way to Hangchow (tr. Arthur Waley),lir0341.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,Immortality (tr. Arthur Waley),lir0342.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,The Two Red Towers (tr. Arthur Waley),lir0343.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,On Board Ship (tr. Arthur Waley),lir0344.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,Arriving at Hsun-Yang (tr. Arthur Waley),lir0345.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,"After Getting Drunk, Becoming Sober in the Night (tr. Arthur Waley)",lir0346.txt,4,6,Added - Reprinted in 4.8
CHUI_PO,LiR,10,1917,Last Poem (tr. Arthur Waley),lir0347.txt,4,6,Added - Reprinted in 4.8
WILLIAMS_WILLIAM,LiR,10,1917,Improvisations,lir0348.txt,4,6,Added
H_J,LiR,11,1917,White,lir0355.txt,4,7,Added
H_J,LiR,11,1917,Void,lir0356.txt,4,7,Added
PO_LI,LiR,11,1917,Whose Daughter? (tr. Sasaki and Bodenheim),lir0350.txt,4,7,Added
PO_LI,LiR,11,1917,A Woman Speaks (tr. Sasaki and Bodenheim),lir0351.txt,4,7,Added
PO_LI,LiR,11,1917,A Woman Speaks (tr. Sasaki and Bodenheim),lir0352.txt,4,7,Added
PO_LI,LiR,11,1917,Veil-Skirt (tr. Sasaki and Bodenheim),lir0353.txt,4,7,Added
PO_LI,LiR,11,1917,I Go to Visit a Semi-God (tr. Sasaki and Bodenheim),lir0354.txt,4,7,Added
WHITE_J,LiR,11,1917,The Soul's Awakening,lir0349.txt,4,7,Added
CRANE_HART,LiR,12,1917,In Shadow,lir0358.txt,4,8,Added
GILMORE_LOUIS,LiR,12,1917,Improvisation,lir0357.txt,4,8,Added
KREMBORG_ALFRED,LiR,12,1917,Ezra's Indian Summer,lir0359.txt,4,8,Added
DISMORR_JESSIE,LiR,1,1918,The Convalescent in the South,lir0363.txt,4,9,Added
S_S,LiR,1,1918,"The Quintuple Effulgence, Or the Unapproachable Splendour",lir0361.txt,4,9,Added
SANDERS_ABEL,LiR,1,1918,Mr. Lindsay,lir0360.txt,4,9,Added
WILLIAMS_WILLIAM,LiR,1,1918,Improvisations - I-VI,lir0362.txt,4,9,Added
DISMORR_JESSIE,LiR,3,1918,Matinee,lir0050.txt,4,11,Added
X_EZRA,LiR,3,1918,Cantico Del Sole,lir0051.txt,4,11,Added
HECHT_BEN,LiR,4,1918,Fragments,lir0053.txt,4,12,Added
ANONYMOUS,LiR,5,1918,Alba (tr. Ezra Pound),lir0364.txt,5,1,Added - No Author
ANONYMOUS,LiR,5,1918,Vergier (tr. Ezra Pound),lir0368.txt,5,1,Added - No Author
BORNELLO_GIRART,LiR,5,1918,Compleynt of a Gentleman Who Has Been Waiting Outside for Some Time,lir0365.txt,5,1,Added
CERCAMON,LiR,5,1918,Descant on a Theme by Cerclamon (tr. Ezra Pound),lir0367.txt,5,1,Added
DANIEL_ARNAUT,LiR,5,1918,Canzon (tr. Ezra Pound),lir0369.txt,5,1,Added
DEPEITIEU_GUILHELM,LiR,5,1918,Avril (tr. Ezra Pound),lir0366.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Mr. Styrax,lir0370.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Clara,lir0371.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Soiree,lir0372.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Sketch 48 b. 11,lir0373.txt,5,1,Added
POUND_EZRA,LiR,5,1918,"""Nodier Raconte. . . . . . """,lir0374.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Stele,lir0375.txt,5,1,Added
POUND_EZRA,LiR,5,1918,I Vecchii,lir0376.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Ritratto,lir0377.txt,5,1,Added
POUND_EZRA,LiR,5,1918,Quis multa gracilis?,lir0378.txt,5,1,Added
DEVIAU_THEOPHILE,LiR,6,1918,"Sonnet from ""Le Parnasse Satyrique,"" 1622 (tr. S Foster Damon)",lir0379.txt,5,2,Added
KREMBORG_ALFRED,LiR,6,1918,Middle Age,lir0380.txt,5,2,Added
KREMBORG_ALFRED,LiR,6,1918,"Berg, Borg and Burg",lir0381.txt,5,2,Added
KREMBORG_ALFRED,LiR,6,1918,32 Fahrenheit,lir0382.txt,5,2,Added
LOWELL_AMY,LiR,6,1918,Dreams in wartime,lir0389.txt,5,2,
MICHELSON_MAX,LiR,6,1918,A Woman Tramp,lir0383.txt,5,2,Added
MICHELSON_MAX,LiR,6,1918,Dans L'Eau,lir0384.txt,5,2,Added
SANDBURG_CARL,LiR,6,1918,Haunts,lir0390.txt,5,2,Added
STEVENS_WALLACE,LiR,6,1918,Anecdote of Men by the Thousand,lir0385.txt,5,2,Added
STEVENS_WALLACE,LiR,6,1918,Metaphors of a Magnifico,lir0386.txt,5,2,Added
STEVENS_WALLACE,LiR,6,1918,Depression Before Spring,lir0387.txt,5,2,Added
TURBYFILL_MARK,LiR,6,1918,Shapes,lir0391.txt,5,2,Added
TURBYFILL_MARK,LiR,6,1918,She Goes to Pisa,lir0392.txt,5,2,Added
WILLIAMS_WILLIAM,LiR,6,1918,Love Song,lir0388.txt,5,2,Added
RIMBAUD_ARTHUR,LiR,7,1918,Vagabonds (tr. Helen Rootham),lir0394.txt,5,3,Added
RIMBAUD_ARTHUR,LiR,7,1918,Toilers (tr. Helen Rootham),lir0395.txt,5,3,Added
RIMBAUD_ARTHUR,LiR,7,1918,Devotion (tr. Helen Rootham),lir0396.txt,5,3,Added
RIMBAUD_ARTHUR,LiR,7,1918,Soir Historique (tr. Helen Rootham),lir0397.txt,5,3,Added
RIMBAUD_ARTHUR,LiR,7,1918,Promontory (tr. Helen Rootham),lir0398.txt,5,3,Added
RIMBAUD_ARTHUR,LiR,7,1918,The Stage (tr. Helen Rootham),lir0399.txt,5,3,Added
SANBORNE_ROBERT,LiR,7,1918,At the Elite,lir0393.txt,5,3,Added
ELIOT_T,LiR,9,1918,Sweeney Among the Nightingles,lir0401.txt,5,5,Added
ELIOT_T,LiR,9,1918,Whisper of Immortality,lir0402.txt,5,5,Added
ELIOT_T,LiR,9,1918,Mr. Eliot's Sunday Morning Service,lir0403.txt,5,5,Added
YEATS_WILLIAM,LiR,9,1918,In Memory of Robert Gregory,lir0400.txt,5,5,Added
YEATS_WILLIAM,LiR,10,1918,To a Young Girl,lir0404.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,A Song,lir0405.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,Solomon to Sheba,lir0406.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,The Living Beauty,lir0407.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,Under the Round Tower,lir0408.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,Tom O'Roughley,lir0409.txt,5,6,Added
YEATS_WILLIAM,LiR,10,1918,A Prayer on going into my House,lir0410.txt,5,6,Added
D_H,LiR,11,1918,Chorus of the Women of Chalkis,lir0420.txt,5,7,Added
DANIEL_ARNAUT,LiR,11,1918,Glamour and Indigo (tr. Ezra Pound),lir0418.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Cantus Planus,lir0411.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Chanson Arabe,lir0412.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Dawn on the Mountain,lir0413.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Wine,lir0414.txt,5,7,Added
POUND_EZRA,LiR,11,1918,"ROSE WHITE, YELLOW, SILVER",lir0415.txt,5,7,Added
POUND_EZRA,LiR,11,1918,SALTUS,lir0416.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Concava Vallis,lir0417.txt,5,7,Added
POUND_EZRA,LiR,11,1918,Upon the Harps of Judea,lir0419.txt,5,7,Added
AIKEN_CONRAD,LiR,12,1918,Tetelestai,lir0427.txt,5,8,Added
ANONYMOUS,LiR,12,1918,Autoepitaph,lir0421.txt,5,8,Added - No Author
BARNES_DJUNA,LiR,12,1918,Ah my God!,lir0422.txt,5,8,Added
BARNES_DJUNA,LiR,12,1918,To - - - - - -,lir0423.txt,5,8,Added
GILMORE_LOUIS,LiR,12,1918,The Week-end,lir0425.txt,5,8,Added
GILMORE_LOUIS,LiR,12,1918,The Moon,lir0432.txt,5,8,Added
HARTLEY_MARSDEN,LiR,12,1918,The Ivory Woman,lir0433.txt,5,8,Added
HARTLEY_MARSDEN,LiR,12,1918,Sunbather,lir0434.txt,5,8,Added
LORINGHOVEN_ELSA,LiR,12,1918,Mefk Maru Mustir Daas,lir0426.txt,5,8,Added
MOORE_MARIANNA,LiR,12,1918,You Say You Said,lir0431.txt,5,8,Added
STEVENS_WALLACE,LiR,12,1918,Architecture for the Adoration of Beauty,lir0428.txt,5,8,Added
STEVENS_WALLACE,LiR,12,1918,Nuances of a Theme by Williams,lir0429.txt,5,8,Added
STEVENS_WALLACE,LiR,12,1918,Anecdote of Canna,lir0430.txt,5,8,Added
WILLIAMS_WILLIAM,LiR,12,1918,The Ideal Quarrel,lir0424.txt,5,8,Added
BODENHEIM_MAXWELL,LiR,2,1919,Advice to a Horned Toad,lir0001.txt,5,11,Added
BODENHEIM_MAXWELL,LiR,4,1919,Advice to Maple-Trees,lir0056.txt,5,12,Added
GOULD_WALLACE,LiR,4,1919,"Selections from ""A Drift of the Year""",lir0055.txt,5,12,Added
TURBYFILL_MARK,LiR,4,1919,Snow Scene: Puppet Booth,lir0054.txt,5,12,Added
BODENHEIM_MAXWELL,LiR,5,1919,Advice to a Switch-Engine,lir0435.txt,6,1,Added
GILMORE_LOUIS,LiR,5,1919,"""Drawing-Room""",lir0436.txt,6,1,Added
LORINGHOVEN_ELSA,LiR,5,1919,Moving-Picture and Prayer,lir0437.txt,6,1,Added
LORINGHOVEN_ELSA,LiR,5,1919,Metaphysical Speculation - Logic - Concerning Love to Flame-Flagged Man,lir0438.txt,6,1,Added
LORINGHOVEN_ELSA,LiR,5,1919,King Adam,lir0439.txt,6,1,Added
BODENHEIM_MAXWELL,LiR,6,1919,Advice to a Street-Pavement,lir0442.txt,6,2,Added
CRELOS,LiR,6,1919,Whitehall,lir0440.txt,6,2,Added
GILMORE_LOUIS,LiR,6,1919,"Exclamation over the ""Portrait of Mlle. - Pogany""",lir0443.txt,6,2,Added
SERGEL_ROGER,LiR,6,1919,Hokku: Evening,lir0441.txt,6,2,Added
BELLAMANN_H,LiR,7,1919,Derriere L'echo,lir0460.txt,6,3,Added
BELLAMANN_H,LiR,7,1919,The Dancer in the Mirror,lir0461.txt,6,3,Added
BELLAMANN_H,LiR,7,1919,Atavistic,lir0462.txt,6,3,Added
BELLAMANN_H,LiR,7,1919,Garden Corner,lir0463.txt,6,3,Added
BODENHEIM_MAXWELL,LiR,7,1919,Advice to a Blue-Bird,lir0444.txt,6,3,Added
COWLEY_MALCOLM,LiR,7,1919,Sunday Afternoon,lir0449.txt,6,3,Added
GOULD_WALLACE,LiR,7,1919,"I send these violets, Madame…",lir0445.txt,6,3,Added
GOULD_WALLACE,LiR,7,1919,I should have stuck you between the eyes…,lir0446.txt,6,3,Added
GOULD_WALLACE,LiR,7,1919,"It is a losing game, old dear…",lir0447.txt,6,3,Added
HELLER_HELEN,LiR,7,1919,Alone in the House,lir0451.txt,6,3,Added
KETCH_JOHN,LiR,7,1919,The Commandments of the Somewhat (Unfinished),lir0450.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,Wax dummy in shop window,lir0452.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,Wild West - remittance man,lir0453.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,"""The Pale Hysterical Ecstacy""",lir0454.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,The End of the World,lir0455.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,The Bowed Head,lir0456.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,Chryselephantine,lir0457.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,Dutch Dolls (Second Series),lir0458.txt,6,3,Added
RODKER_JOHN,LiR,7,1919,Unliterary,lir0459.txt,6,3,Added
WINTERS_A,LiR,7,1919,Profiles and Afternoons: Prelude,lir0448.txt,6,3,Added
BODENHEIM_MAXWELL,LiR,8,1919,Advice to a Butter-cup,lir0473.txt,6,4,Added
CARNEVALI_EMANUEL,LiR,8,1919,A Sentimental Scheme,lir0472.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,Spring,lir0465.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,The Enemy,lir0466.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,Promenade,lir0467.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,Islands,lir0468.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,Twilight,lir0469.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,Landscape,lir0470.txt,6,4,Added
DISMORR_JESSIE,LiR,8,1919,S - D - ,lir0471.txt,6,4,Added
GILMORE_LOUIS,LiR,8,1919,Pastoral,lir0464.txt,6,4,Added
RODKER_JOHN,LiR,8,1919,God Bless This Bottle,lir0476.txt,6,4,Added
TURBYFILL_MARK,LiR,8,1919,A Young Man Talking About a Woman (To J.S.),lir0474.txt,6,4,Added
TURBYFILL_MARK,LiR,8,1919,Fragment of a Vision (To J.S.),lir0475.txt,6,4,Added
CARNEVALI_EMANUEL,LiR,9,1919,Kiss,lir0477.txt,6,5,Added
STONE_ALFRED,LiR,9,1919,Grotesklinien des Claviers (with apologies to M.I.),lir0478.txt,6,5,Added
GILMORE_LOUIS,LiR,10,1919,Ballade,lir0479.txt,6,6,Added
ROSENBERG_ISAAC,LiR,10,1919,Caught still as Absalam…,lir0480.txt,6,6,Added
VILDRAC_CHARLES,LiR,10,1919,A Visit (tr. Witter Bynner),lir0481.txt,6,6,Added
TURBYFILL_MARK,LiR,11,1919,Fertile Gesture,lir0482.txt,6,7,Added
MATHERS_EDWARD,LiR,12,1919,Six Love Songs,lir0483.txt,6,8,Added
BELLAMANN_H,LiR,1,1920,Nuptial Hour,lir0492.txt,6,9,Added
BELLAMANN_H,LiR,1,1920,August Afternoon,lir0493.txt,6,9,Added
BYNNER_WITTER,LiR,1,1920,The Wild Star,lir0495.txt,6,9,Added
HOLBROOK_WEARE,LiR,1,1920,A Bequest,lir0494.txt,6,9,Added
LORINGHOVEN_ELSA,LiR,1,1920,Buddha,lir0484.txt,6,9,Added
LORINGHOVEN_ELSA,LiR,1,1920,Father!,lir0485.txt,6,9,Added
REISS_ROBERT,LiR,1,1920,Paint,lir0496.txt,6,9,Added
REISS_ROBERT,LiR,1,1920,Wall Paper Design,lir0497.txt,6,9,Added
REISS_ROBERT,LiR,1,1920,Miniature,lir0498.txt,6,9,Added
REISS_ROBERT,LiR,1,1920,Shredded Gossip,lir0499.txt,6,9,Added
REISS_ROBERT,LiR,1,1920,Ten Years After,lir0500.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,A Coronal,lir0486.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,Waiting,lir0487.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,The Hunter,lir0488.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,Arival,lir0489.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,To Mark Anthony in Heaven,lir0490.txt,6,9,Added
WILLIAMS_WILLIAM,LiR,1,1920,To a Friend Concerning Several Ladies,lir0491.txt,6,9,Added
BYNNER_WITTER,LiR,3,1920,Temple Inscriptions,lir0006.txt,6,10,Added
CHICHANG_HE,LiR,3,1920,Coming Home,lir0005.txt,6,10,Added
LING_WANG,LiR,3,1920,A Message from the Fu Yong Inn entrusted to Hsin Chjen,lir0003.txt,6,10,Added
PIN_LI,LiR,3,1920,Cross the Han toward Home,lir0004.txt,6,10,Added
SHEN_TSENG,LiR,3,1920,To a Traveler Bound for the Capital,lir0002.txt,6,10,Added
COWLEY_MALCOLM,LiR,4,1920,Clinic,lir0052.txt,6,11,Added
CHANGCHING_LIU,LiR,6,1920,On a Lute (tr. Bynner and Kang-Hu),lir0504.txt,7,1,Added
CHIEN_WANG,LiR,6,1920,A New Bride,lir0507.txt,7,1,Added
CHIHHUAN_WANG,LiR,6,1920,The Tall Inn,lir0508.txt,7,1,Added
CHINGYU_CHU,LiR,6,1920,As I Face the Government Examinations,lir0510.txt,7,1,Added
HAOJAN_MENG,LiR,6,1920,A Spring Morning (tr. Bynner and Kang-Hu),lir0503.txt,7,1,Added
FU_TU,LiR,6,1920,To a Strayed Musician (tr. Bynner and Kang-Hu),lir0505.txt,7,1,Added
MU_TU,LiR,6,1920,Climbing to Lo Yu Cemetary,lir0511.txt,7,1,Added
PING_LIU,LiR,6,1920,A Moonlight Night (tr. Bynner and Kang-Hu),lir0506.txt,7,1,Added
TURBYFILL_MARK,LiR,6,1920,The Metaphysical Botanists,lir0501.txt,7,1,Added
TURBYFILL_MARK,LiR,6,1920,Batik,lir0502.txt,7,1,Added
YUSHI_LIU,LiR,6,1920,The Street of Swallows,lir0509.txt,7,1,Added
COWLEY_MALCOLM,LiR,8,1920,Four Horological Poems,lir0512.txt,7,2,Added
LORINGHOVEN_ELSA,LiR,8,1920,Holy Skirts,lir0514.txt,7,2,Added
LORINGHOVEN_ELSA,LiR,8,1920,Marie Ida Sequence (Gesture of Soul - Action - Architecture - Evolutionary),lir0515.txt,7,2,Added
REISS_ROBERT,LiR,8,1920,In the Country,lir0513.txt,7,2,Added
WRYNN_ANTHONY,LiR,8,1920,Genius,lir0516.txt,7,2,Added
WRYNN_ANTHONY,LiR,8,1920,Soil,lir0517.txt,7,2,Added
CRANE_HART,LiR,9,1920,Garden Abstract,lir0527.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Appalling Heart,lir0520.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Blast,lir0521.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Moonstone,lir0522.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Heart (Dance of Shiva),lir0523.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Cathedral,lir0524.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Is it?,lir0525.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,9,1920,Gihirda's Dance,lir0526.txt,7,3,Added
LOY_MINA,LiR,9,1920,Lions' Jaws,lir0518.txt,7,3,Added
LOY_MINA,LiR,9,1920,Envoi,lir0519.txt,7,3,Added
LORINGHOVEN_ELSA,LiR,3,1921,"Thee I Call ""Hamlet of Wedding-Ring'",lir0528.txt,7,4,Added
TURBYFILL_MARK,LiR,3,1921,Indisposition,lir0529.txt,7,4,Added
LORINGHOVEN_ELSA,LiR,9,1921,"Thee I Call ""Hamlet of Wedding-Ring,' Part II",lir0530.txt,8,1,Added
SANDERS_ABEL,LiR,9,1921,Codsway bugwash…,lir0531.txt,8,1,Added
DRAPER_MURIEL,LiR,3,1922,Loose Leaf Products,lir0535.txt,8,2,Added
DRAPER_MURIEL,LiR,3,1922,America,lir0536.txt,8,2,Added
GILMORE_LOUIS,LiR,3,1922,Nocturne,lir0533.txt,8,2,Added
RODKER_JOHN,LiR,3,1922,Southern Syncopated Singers,lir0532.txt,8,2,Added
SANDERS_ABEL,LiR,3,1922,"Western School of Poesy, Synthese",lir0534.txt,8,2,Added
STEIN_GERTUDE,LiR,3,1922,Vacation in Britany,lir0537.txt,8,2,Added
ANONYMOUS,LiR,10,1922,Ocean Aquarium,lir0540.txt,9,1,Added -  No Author
ANONYMOUS,LiR,10,1922,Landscape,lir0541.txt,9,1,Added -  No Author
DAWSON_MITCHELL,LiR,10,1922,Garden,lir0538.txt,9,1,Added
SCHEIDER_ISIDOR,LiR,10,1922,Funderal,lir0539.txt,9,1,Added
ANONYMOUS,LiR,12,1922,THE ELECTRIC CHAIR,lir0544.txt,9,2,Added -  No Author
ANONYMOUS,LiR,12,1922,I Cannot Sleep,lir0545.txt,9,2,Added -  No Author
GILMORE_LOUIS,LiR,12,1922,Triangle,lir0543.txt,9,2,Added
LORINGHOVEN_ELSA,LiR,12,1922,Affectionate,lir0542.txt,9,2,Added
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
